Date,Player,Angel,Alice,Aladdin,Anger,Animal,Barbossa,Basil,Baymax,Beast,Belle,Bogo,Bo.Peep,Buzz,Calhoun,Cheshire.Cat,Colette,Dark.Wing,Dash,Davy.Jones,Donald,Ducky.Bunny,Duke.Caboom,Eeyore,Elasticgirl,Elsa,Eve,Evil.Queen,Facilier,Felix,Finnick,Flynn,Flynn.Rider,Frozone,Gaston,Genie,Gerald.M.N,Gizmo,Goliath,Gonzo,Goofy,Hades,Hank.Dory,Hercules,Hiro,Hook,Huey.D.L,Jack.Jack,Jack.Sparrow,Jafar,Jasmine,Joy,Judy.Hopps,Jumba,Kida,King.Louie,Kristoff.Sven,Launchpad,Linguini,Li.Shang,Madam.Mim,Mad.Hatter,Magica,Maleficent,Maximus,Megara,Megavolt,Merida,Merlin,Mickey,Miguel,Mike,Minnie,Miss.Piggy,Moana,Mr.Incredible,Mulan,Mushu,Nick.Wilde,Olaf,Oogie,Peter.Pan,Pleakley,Pooh,Powerline,Quorra,Queen.of.Hearts,Rafiki,Randall,Rapunzel,Rex,Robin.Hood,Scar,Scrooge,Shank,Shan.Yu,Simba.Nala,Stitch,Sulley,Syndrome,Tia.Dalma,Tigger,Timon.Pumbaa,Tron,Ursula,Violet,WallE,Woody,Yax,Yzma,Zurg
2020-01,jtw,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,ba,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,jtw,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,jtw/esm.x.tw,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,judicious,,,,,,,,,,,,wo,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,judicious,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,jo,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-01,judicious,,,,,go,,,,,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ro,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,karaokeking/home,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,karaokeking/home,,,,,,,,ol,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,karaokeking/home,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,karaokeking/home,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,kimhukia,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,kimhukia,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,kimhukia,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,du,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-01,kingdoctorg/comunidad.pixar,,,,,go,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,kingdoctorg/comunidad.pixar,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe,,,,,,bu,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,kingdoctorg/comunidad.pixar,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,mr,,,,,,,,,,,,ba,,,,sc,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,kitty.sis/the.brotherhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,al,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,kitty.sis/the.brotherhood,,,,,go,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,ca,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,kitty.sis/the.brotherhood,,,,,,,,,su,,,wo,,,,,,,,,,wo,,,,,,,,,,,,,,,,,du,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,ko.lan.na/esm.x.tw,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,krussel/monsters.inc,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,ktty/disney.adults,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,ba,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,kungfury,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,lady.brie/disney.dreamers,,,,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,el,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,re
2020-01,le.brown.james/pinoy.all.starts,,,,zu,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,,,el,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,le.brown.james/pinoy.all.starts,,,,,,,,wa,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,,je,,,
2020-01,le.brown.james/pinoy.all.starts,,,,,,,,,,,,,,,,,,,,,,wo,,,,,,,,,qh,,,ca,,,,,,mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,lello.polo/home,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,lello.polo/home,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,lello.polo/home,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,li.bro.foxy/home,,,,zu,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,li.bro.foxy/home,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,ur,
2020-01,li.bro.foxy/home,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-01,lilo/dens.of.dragon,,,,,go,,,,,,,,,,,sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,lilo/dens.of.dragon,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,ja,,,,,,,,ma,,,,,,,,,,,,,
2020-01,lilo/dens.of.dragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-01,lilo/dens.of.dragon,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,lilo/dens.of.dragon,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,qh,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,lithojosh/the.kingdom,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,fr,ju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,longclaw,,,,ha,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,lovely.leon/hkg,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,mo,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,lovesmile,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,lovesmile,,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,lovesmile,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,lovesmile/nesc.ind,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,lucid,,,,,,,,ol,,,,,,,,,,,,,ti,,,,,,,,,,,,,,,,,,du,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,lucid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe,,,,,,,,ja,ga,,,,,,,,,ma,,,,,st,,,,,,,,
2020-01,lucid,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,mabro.gayhoops/the.yolohood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,ba,,,,,,ol,,,,,,,,,,,,ur,,,zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,mabro.gayhoops/the.yolohood,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,hu,,,,ma,,,,,st,,,,,,,,
2020-01,mabro.gayhoops/the.yolohood,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,mad.hadder/destiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bu,,,ga,,,,ma,,,,,,,,,,,,,,,,,,
2020-01,magnitudine,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,magnitudine,,,,,,,,,,,,jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,
2020-01,magnitudine,,,,,,,,,su,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,mi,,,,,,,,,,,,,ur,
2020-01,mariette,,,,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,al,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-01,mariette,,,,,,,,ol,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,mariette,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,ol,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,mermaid.jewels/mahalo,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,th,,,,,,,,,,,,,al,,,,ev,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,michelmeira,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,misterorange/mahalo,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,,,,,,st,,,,,,,,
2020-01,misterorange/mahalo,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du,,,,,,,,,,,,ol,,,,,,,,,,,,,,al,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,misterorange/mahalo,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,misterorange/mahalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,jo,,,,,,,,,,,,,,,,,,,,zu,,,,,,,,,,,,,,,al,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,mr.locke/insomniacs,,,,,,,,,su,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,mi,,,,,,,,,,,,,,,,,,,,,,,,,,,el,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,mufasa/merlins.madhouse,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,natasha.romanoff,,,,,go,,,,,,,,,,,,,,,sc,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,natasha.romanoff,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,odessey,,,,,,,,ol,,,,,,,,,,,,,ti,,,,,,,,,,,,,,,,,,du,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,odessey,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mo,,,,,,,,ja,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,odessey,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,,,,ur,,sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mh,,,,,,,,,,,,,
2020-01,ovaltime.chou/taiwan,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,ovaltime.chou/taiwan,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,sc,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,ovaltime.chou/taiwan,,,,zu,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,ja,je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,ovaltime.chou/taiwan,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,la,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,p.dug,,,,,,,,,su,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,yz,,,,,,,,,,,,,,,,,,,,,,
2020-01,p.dug,,,,,,,,,,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,du,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,p.dug,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,ur,,,,,,,,,,ga,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,
2020-01,pacsdroid,,,,,go,,,,,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,sc,,,,,,,,
2020-01,pacsdroid,,,,,,,,,su,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,sh,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,pacsdroid,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,me,,,,,,,,,mi,,,,,,,,,,,,,,
2020-01,pete.coudkicker/den.of.dragons,,,,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,ma,,,,,,,,,,st,,,,,,,,
2020-01,pete.coudkicker/den.of.dragons,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,,,,,,,,,mi,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,pete.coudkicker/den.of.dragons,,,,,,,,,su,,,jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mo,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,petey,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba,do,,,,,,,,,,,,,,,,,,,,,,th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,
2020-01,petey,,,,,,,,,su,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,petey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,me,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,protonexus/home,,,,,,,,,,,,,,,,,,,,an,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,protonexus/home,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,fr,,,,,,,,,,,,,,,,ba,,,,,,,,,,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,protonexus/home,,,,,,,,ol,su,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,psichraimos/e.x.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca,,,,,,je,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,st,,,,,,,,
2020-01,psichraimos/e.x.tw,,,,,,,,ol,su,,,,,,,,,,,,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,,,,,,,mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,psichraimos/e.x.tw,,,,,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sh,,,,ja,,,,ga,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,
2020-01,queen.rachel/insomniacs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,,,,,,,,,,,,ge,,,,,,mi,,,,,,,,,,,,,,,,,,ma,,,,,,,,,,,,,,,,fi,,
2020-01,ranger.champ/club.33,,,,,,,,,su,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,me,,,,,mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,reysoeck.mx/disneyclan,,,,,,,,,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,je,,,,,,,,,,,,,,,,,,,,,,,ur,,,,,,,,,,,me,,,,,mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,rmpg,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,,,,mi,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mo,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,
2020-01,rmpg,,,,zu,,ti,,ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,th,,,,,,,,,,,,,,,,,,,,ga,,,,,,,,,,,,,,,,,,,,,,
2020-01,rmpg,,,,,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ol,,,,,,,,,,,,ur,,sh,,el,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,rogue.rapunzel,,,,,,,,,,,,,,,,,,,,,,wo,,,,,,,,,,,,,,,,,,mi,,,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,ma,,,,,,,,,,,,,,,,,,
